analysis_date,total_regions,mean_poverty_rate,median_poverty_rate,std_poverty_rate,min_poverty_rate,max_poverty_rate,gini_coefficient,countries_analyzed
20251109_224446,327,21.139755351681956,19.8,7.878907771387152,6.6,59.5,0.19940393360994157,25
